----------------------------------------------------------------------------------Search Criteria:  Search in: Projects 		AdminIC: All; Project Number (split):1; DA; Fiscal Year: Active Projects ----------------------------------------------------------------------------------Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects),
"NON-OPIATE TREATMENT AFTER PRENATAL OPIATE EXPOSURE TO PREVENT POSTNATAL INJURY TO THE YOUNG BRAIN (NO-POPPY)",NIDA,"9290374",1R01DA043519-01,1,R01,DA,043519,01,,,"3100162","BADA, HENRIETTA S. ","LEGGAS, MARKOS ","UNIVERSITY OF KENTUCKY", ,2017,612116,
"A BEHAVIORAL INTERVENTION TO ENGAGE EMERGING ADULTS IN ADDICTION TREATMENT AFTER A NON-FATAL OPIOID OVERDOSE",NIDA,"9371427",1K23DA044324-01,1,K23,DA,044324,01,,,"12028694","BAGLEY, SARAH M",Not Applicable,"BOSTON MEDICAL CENTER", ,2017,191121,
"PRECLINICAL ABUSE LIABILITY SCREENING OF DESIGNER PSYCHOSTIMULANT MIXTURES",NIDA,"8879674",1R15DA038295-01A1,1,R15,DA,038295,01,A1,,"1900122","BAKER, LISA E",Not Applicable,"WESTERN MICHIGAN UNIVERSITY", ,2015,416385,
"ENGINEERING HUMORAL IMMUNITY TO FUNCTIONALLY CURE HIV INFECTION",NIDA,"8968056",1DP2DA040254-01,1,DP2,DA,040254,01,,,"10210359","BALAZS, ALEJANDRO BENJAMIN",Not Applicable,"MASSACHUSETTS GENERAL HOSPITAL", ,2015,2610000,
"EFFECTS OF CHRONIC STRESS ON COCAINE AND FOOD RELAPSE: ROLE OF DOPAMINE D1-LIKE R",NIDA,"8626310",1R15DA035432-01A1,1,R15,DA,035432,01,A1,,"9802884","BALL, KEVIN ",Not Applicable,"BLOOMSBURG UNIVERSITY OF PENNSYLVANIA", ,2014,263271,
"THE IMPACT OF PRESCRIPTION OPIOID RECEIPT ON HEROIN INITIATION AMONG VETERANS",NIDA,"9224174",1R36DA042877-01,1,R36,DA,042877,01,,,"12229428","BANERJEE, GEETANJOLI ",Not Applicable,"BROWN UNIVERSITY", ,2017,37190,
"CIRCUIT SPECIFIC EFFECTS OF MORPHINE ON VTA INHIBITORY NEUROPLASTICITY",NIDA,"9326386",1F32DA043924-01,1,F32,DA,043924,01,,,"11004608","BARCOMB, KELSEY MARIE",Not Applicable,"BROWN UNIVERSITY", ,2017,57066,
"SOCIAL CUES AND DRUG RELAPSE",NIDA,"9245436",1R21DA041755-01A1,1,R21,DA,041755,01,A1,,"1884463","BARDO, MICHAEL T",Not Applicable,"UNIVERSITY OF KENTUCKY", ,2017,213125,
"MEASUREMENT OF PERSISTING CHANGES IN EMOTIONAL BRAIN FUNCTIONING PRODUCED BY PSILOCYBIN",NIDA,"9166364",1R03DA042336-01,1,R03,DA,042336,01,,,"11801136","BARRETT, FREDERICK STREETER",Not Applicable,"JOHNS HOPKINS UNIVERSITY", ,2016,259832,
"UNDERSTANDING TRANSITIONS FROM VAPING TO SMOKING ACROSS ADOLESCENCE",NIDA,"9386650",1K01DA042950-01A1,1,K01,DA,042950,01,A1,,"11497028","BARRINGTON-TRIMIS, JESSICA LOUISE",Not Applicable,"UNIVERSITY OF SOUTHERN CALIFORNIA", ,2017,183469,
"TARGETED CHEMOGENETIC STIMULATION OF RAT VTA GABA NEURONS IN COCAINE EXTINCTION AND REINSTATEMENT",NIDA,"9386981",1R21DA043190-01A1,1,R21,DA,043190,01,A1,,"9111393","BASS, CAROLINE EVELYN",Not Applicable,"STATE UNIVERSITY OF NEW YORK AT BUFFALO", ,2017,239250,
"UNDERSTANDING AND ADDRESSING INTERNALIZED STIGMA AND SHAME AS BARRIERS TO ENGAGEMENT IN HIV CARE AMONG MEN WHO HAVE SEX WITH MEN WHO USE SUBSTANCES.",NIDA,"9410575",1K23DA043418-01A1,1,K23,DA,043418,01,A1,,"10181735","BATCHELDER, ABIGAIL WINSTON",Not Applicable,"MASSACHUSETTS GENERAL HOSPITAL", ,2017,201069,
"THE IMPACT OF PRESCRIPTION OPIOID USE ON PREGNANCY OUTCOMES",NIDA,"9470113",1R01DA044293-01A1,1,R01,DA,044293,01,A1,,"10847631","BATEMAN, BRIAN THOMAS",Not Applicable,"BRIGHAM AND WOMEN'S HOSPITAL", ,2017,570051,
"MEDICATION DEVELOPMENT OF AGONIST-TYPE TREATMENT AGENTS FOR STIMULANT ADDICTION",NIDA,"9348211",1ZIADA000522-09,1,ZIA,DA,000522,09,,,"14739417","BAUMANN, MICHAEL ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,352442,
"PHARMACOLOGY AND TOXICOLOGY OF NEWLY-EMERGING DESIGNER DRUGS OF ABUSE",NIDA,"9348212",1ZIADA000523-09,1,ZIA,DA,000523,09,,,"14739417","BAUMANN, MICHAEL ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,1057325,
"IMPLEMENTING PRE-EXPOSURE PROPHYLAXIS FOR HIV PREVENTION AMONG PEOPLE WHO INJECT DRUGS",NIDA,"9341537",1K01DA043412-01A1,1,K01,DA,043412,01,A1,,"10749910","BAZZI, ANGELA ROBERTSON",Not Applicable,"BOSTON UNIVERSITY MEDICAL CAMPUS", ,2017,154600,
"USING ADMINISTRATIVE AND CLINICAL DATA TO DETECT DRUG USE AND HIV RISK IN FOSTER CARE",NIDA,"9235662",1K01DA041620-01A1,1,K01,DA,041620,01,A1,,"11361613","BEAL, SARAH ",Not Applicable,"CINCINNATI CHILDRENS HOSP MED CTR", ,2017,173475,
"NEUROBEHAVIORAL MECHANISMS OF CHOICES TO SMOKE CANNABIS IN CANNABIS USE DISORDER",NIDA,"9365100",1R01DA044339-01,1,R01,DA,044339,01,,,"9781185","BEDI, GILLINDER I.",Not Applicable,"NEW YORK STATE PSYCHIATRIC INSTITUTE", ,2017,542099,
"RANDOMIZED CLINICAL TRIAL_ REDUCE SUBSTANCE USE_VICTIMIZATION IN HOMELESS YOUTH",NIDA,"8875452",1R15DA039355-01,1,R15,DA,039355,01,,,"9718076","BENDER, KIMBERLY ANN",Not Applicable,"UNIVERSITY OF DENVER (COLORADO SEMINARY)", ,2015,396900,
"EFFECT OF BUPRENORPHINE ON MONOCYTES IN THE CONTEXT OF NEUROAIDS AND OPIOID ABUSE",NIDA,"9360880",1R01DA041931-01A1,1,R01,DA,041931,01,A1,,"1891039","BERMAN, JOAN WEINBERGER ","VOLSKY, DAVID J","ALBERT EINSTEIN COLLEGE OF MEDICINE, INC", ,2017,730959,
"IMPACT OF ILLICIT DRUGS; HIV; AND ART ON NEUROINFLAMMATION AND BBB DISRUPTION",NIDA,"9389167",1R01DA044584-01,1,R01,DA,044584,01,,,"1891039","BERMAN, JOAN WEINBERGER ","GOLDSTEIN, HARRIS ","ALBERT EINSTEIN COLLEGE OF MEDICINE, INC", ,2017,834993,
"CLASSIFYING ADDICTIONS USING MACHINE LEARNING ANALYSIS OF MULTIDIMENSIONAL DATA",NIDA,"9224405",1K02DA043063-01,1,K02,DA,043063,01,,,"10454309","BI, JINBO ",Not Applicable,"UNIVERSITY OF CONNECTICUT STORRS", ,2017,163452,
"NOVEL APPROACHES TO UNDERSTANDING THE ROLE OF CANNABINOIDS AND INFLAMMATION IN ANXIETY",NIDA,"9283876",1R01DA044131-01,1,R01,DA,044131,01,,,"8542696","BIDWELL, L. CINNAMON",Not Applicable,"UNIVERSITY OF COLORADO", ,2017,564323,
"WASHINGTON UNIVERSITY CAREER DEVELOPMENT PROGRAM IN DRUG ABUSE AND ADDICTION",NIDA,"9294655",1K12DA041449-01A1,1,K12,DA,041449,01,A1,,"1864307","BIERUT, LAURA J.",Not Applicable,"WASHINGTON UNIVERSITY", ,2017,259277,
"OPIOID CONTROL OF MIDLINE THALAMO-CORTICO-STRIATAL GLUTAMATE TRANSMISSION.",NIDA,"9214175",1R01DA042779-01,1,R01,DA,042779,01,,,"7817430","BIRDSONG, WILLIAM T",Not Applicable,"OREGON HEALTH & SCIENCE UNIVERSITY", ,2017,277200,
"A STRATEGY TO IMPROVE SUCCESS OF TREATMENT DISCONTINUATION IN BUPRENORPHINE RESPONDERS",NIDA,"9244282",1R21DA042243-01A1,1,R21,DA,042243,01,A1,,"8000078","BISAGA, ADAM ",Not Applicable,"NEW YORK STATE PSYCHIATRIC INSTITUTE", ,2017,230850,
"REWARD CONTEXT AND BRAIN SIGNATURES OF DRUG ABUSE RISK IN ADOLESCENTS",NIDA,"9316900",1R21DA040942-01A1,1,R21,DA,040942,01,A1,,"9213351","BJORK, JAMES M",Not Applicable,"VIRGINIA COMMONWEALTH UNIVERSITY", ,2017,193750,
"BEHAVIORAL AND EPIGENETIC CHANGES FOLLOWING ADOLESCENT OXYCODONE EXPOSURE",NIDA,"9392342",1R21DA044017-01A1,1,R21,DA,044017,01,A1,,"1868920","BLENDY, JULIE ANN",Not Applicable,"UNIVERSITY OF PENNSYLVANIA", ,2017,201250,
"CRCNS: COMPUTATIONAL APPROACH TO ASSESS REPLICABILITY OF NEUROBEHAVIOR PHENOTYPES ",NIDA,"9471546",1R01DA045401-01,1,R01,DA,045401,01,,,"1944883","BOGUE, MOLLY A",Not Applicable,"JACKSON LABORATORY", ,2017,252287,
"ROLE OF SEROTONIN IN REGULATING REWARD",NIDA,"9352057",1ZIADA000580-06,1,ZIA,DA,000580,06,,,"6875234","BONCI, ANTONELLO ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,453021,
"FUNCTIONAL CHARACTERIZATION OF VTA AFFERENTS FROM PEDUNCULOPONTINE TEGMENTAL NUCLEUS (PPTG)",NIDA,"9352058",1ZIADA000582-06,1,ZIA,DA,000582,06,,,"6875234","BONCI, ANTONELLO ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,302014,
"NEURON-GLIAL INTERACTIONS WITHIN THE BASAL GANGLIA",NIDA,"9352062",1ZIADA000596-04,1,ZIA,DA,000596,04,,,"6875234","BONCI, ANTONELLO ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,453021,
"SYNAPTIC PLASTICITY ONTO DOPAMINE NEURONS SHAPES FEAR LEARNING ",NIDA,"9352066",1ZIADA000600-03,1,ZIA,DA,000600,03,,,"6875234","BONCI, ANTONELLO ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,453021,
"DYNORPHIN/KAPPA-OPIOID RECEPTOR REGULATION OF NUCLEUS ACCUMBENS SYNAPTIC TRANSMISSION",NIDA,"9352067",1ZIADA000601-03,1,ZIA,DA,000601,03,,,"6875234","BONCI, ANTONELLO ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,453021,
"THE ROLE OF OLIGODENDROCYTES IN GLUTAMATE HOMEOSTASIS",NIDA,"9352069",1ZIADA000607-02,1,ZIA,DA,000607,02,,,"6875234","BONCI, ANTONELLO ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,151007,
"CIRCUIT SPECIFICITY IN THE INHIBITORY ARCHITECTURE OF THE VTA REGULATES BEHAVIORAL RESPONSES TO COCAINE",NIDA,"9352070",1ZIADA000608-02,1,ZIA,DA,000608,02,,,"6875234","BONCI, ANTONELLO ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,151007,
"FUNCTIONAL CHARACTERIZATION OF CONNECTION BETWEEN PARABRACHIAL NUCLEUS AND VENTRAL TEGMENTAL AREA",NIDA,"9352073",1ZIADA000612-01,1,ZIA,DA,000612,01,,,"6875234","BONCI, ANTONELLO ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,453021,
"SELECTIVE DELETION OF VGLUT2 IN DOPAMINE NEURONS INCREASES VULNERABILITY OF MIDBRAIN DOPAMINE NEURONS TO MPTP",NIDA,"9352074",1ZIADA000613-01,1,ZIA,DA,000613,01,,,"6875234","BONCI, ANTONELLO ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,151007,
"CONTEXTUAL RISK FACTORS FOR HEPATITIS C AMONG YOUNG PERSONS WHO INJECT DRUGS",NIDA,"9397855",1R01DA043484-01A1,1,R01,DA,043484,01,A1,,"10973250","BOODRAM, BASMATTEE ",Not Applicable,"UNIVERSITY OF ILLINOIS AT CHICAGO", ,2017,539772,
"NEIGHBORHOOD RISK AND PROTECTION FOR SUBSTANCE USE AMONG LOW INCOME ADOLESCENTS",NIDA,"9312406",1K01DA041468-01A1,1,K01,DA,041468,01,A1,,"12616176","BOOTH, JAIME MICHELLE",Not Applicable,"UNIVERSITY OF PITTSBURGH AT PITTSBURGH", ,2017,169596,
"DISCRIMINATION; STRESS AND SUBSTANCE USE DISORDER AMONG SEXUAL MINORITY ADULTS:  A SECONDARY ANALYSIS OF NESARC-III",NIDA,"9445520",1R01DA043696-01A1,1,R01,DA,043696,01,A1,,"1896627","BOYD, CAROL J",Not Applicable,"UNIVERSITY OF MICHIGAN", ,2017,349125,
"HIGH-PERFORMANCE IMAGING THROUGH SCATTERING LIVING TISSUE",NIDA,"9369530",1R01DA045549-01,1,R01,DA,045549,01,,,"8840558","BOYDEN, EDWARD S.",Not Applicable,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY", ,2017,919055,
"UNDERSTANDING HIV RISK BEHAVIORS OF HOMELESS YOUTH",NIDA,"9090693",1R36DA041530-01,1,R36,DA,041530,01,,,"11978849","BRAKENHOFF, BRITTANY ",Not Applicable,"OHIO STATE UNIVERSITY", ,2016,54000,
"DIVERGENT DOPAMINE SYSTEM ADAPTIONS AFTER STRESS",NIDA,"9396621",1F31DA042505-01A1,1,F31,DA,042505,01,A1,,"14323426","BRODNIK, ZACHARY ",Not Applicable,"DREXEL UNIVERSITY", ,2017,44044,
"NEURAL MECHANISMS OF ADDICTIVE DRUG-TAKING DECISIONS",NIDA,"9243038",1R21DA040773-01A1,1,R21,DA,040773,01,A1,,"8716631","BROWN, JOSHUA W",Not Applicable,"INDIANA UNIVERSITY BLOOMINGTON", ,2017,196093,
"PATIENTS; POPULATIONS; AND PROCESSES: MULTIDISCIPLINARY APPROACHES TO ADDICTION HEALTH SERVICES IMPROVEMENT",NIDA,"9471704",1R13DA044722-01A1,1,R13,DA,044722,01,A1,,"7644129","BROWN, RANDALL T ","QUANBECK, ANDREW ","UNIVERSITY OF WISCONSIN-MADISON", ,2017,15000,
"IDENTIFYING ECOLOGICALLY VALID INTERVENTION OPPORTUNITIES TO REDUCE OPIOID INJECTION DRUG USE IN SOUTHWESTERN PENNSYLVANIA",NIDA,"9266851",1R03DA043373-01,1,R03,DA,043373,01,,,"6361911","BURKE, JESSICA GRIFFIN",Not Applicable,"UNIVERSITY OF PITTSBURGH AT PITTSBURGH", ,2016,154250,
"POLICY SURVEILLANCE: THE FUTURE OF SCIENTIFIC LEGAL MAPPING.",NIDA,"9331919",1R13DA043979-01,1,R13,DA,043979,01,,,"10967822","BURRIS, SCOTT CULLEN",Not Applicable,"TEMPLE UNIV OF THE COMMONWEALTH", ,2017,24772,
"AN EXAMINATION OF GABAPENTIN/PREGABALIN INITIATION; MISUSE; AND CONSEQUENCES",NIDA,"9422843",1R03DA043613-01A1,1,R03,DA,043613,01,A1,,"11980349","BUTTRAM, MANCE E.",Not Applicable,"NOVA SOUTHEASTERN UNIVERSITY", ,2017,108975,
"PROTECTIVE EFFECTS OF DA ANTAGONISTS VS METH INDUCED TOXICITY IN RATS",NIDA,"9339210",1ZIADA000551-08,1,ZIA,DA,000551,08,,,"6480287","CADET, JEAN LUD",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,726838,
"NEUROTOXICITY IN THE ADULT RAT FOLLOWING CHRONIC EXPOSURE TO METHAMPHETAMINE",NIDA,"9352055",1ZIADA000552-08,1,ZIA,DA,000552,08,,,"6480287","CADET, JEAN LUD",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,1695954,
"CLARIFYING THE ROLE OF A CORTICOLIMBIC PROJECTION IN COCAINE-SEEKING",NIDA,"9258740",1F32DA042515-01A1,1,F32,DA,042515,01,A1,,"10196168","CAMERON, COURTNEY MARIE",Not Applicable,"PRINCETON UNIVERSITY", ,2017,57066,
"WEB-BASED ADDICTION TREATMENT: CULTURAL ADAPTATION WITH AMERICAN INDIANS",NIDA,"9245112",1R34DA040831-01A1,1,R34,DA,040831,01,A1,,"9232837","CAMPBELL, AIMEE N ","RIECKMANN, TRACI R","NEW YORK STATE PSYCHIATRIC INSTITUTE", ,2017,251172,
"OPIOID AND CANNABINOID COMBINATIONS IN LABORATORY AND CLINICAL PAIN",NIDA,"9218182",1R01DA042751-01,1,R01,DA,042751,01,,,"9300275","CAMPBELL, CLAUDIA MICHELLE ","DUNN, KELLY E.","JOHNS HOPKINS UNIVERSITY", ,2017,749483,
"A DYNAMIC DIVERSITY OF DOPAMINE NEURONS",NIDA,"9247593",1R01DA041705-01A1,1,R01,DA,041705,01,A1,,"1887025","CANAVIER, CARMEN CASTRO",Not Applicable,"LSU HEALTH SCIENCES CENTER", ,2017,342132,
"THERAPEUTIC POTENTIAL OF INTERFERON (IFN)-BETA FOR HIV-ASSOCIATED NEUROCOGNITIVE DISORDERS (HAND) IN OPIOID USERS",NIDA,"9411197",1R21DA044886-01,1,R21,DA,044886,01,,,"9306933","CAO, LING ",Not Applicable,"UNIVERSITY OF NEW ENGLAND", ,2017,185413,
"COMPARING NOVEL STRATEGIES FOR REDUCING DRUG ABUSE IN MALE AND FEMALE RHESUS MONKEYS",NIDA,"9310564",1R56DA042618-01,1,R56,DA,042618,01,,,"6410820","CARROLL, MARILYN E.",Not Applicable,"UNIVERSITY OF MINNESOTA", ,2016,300000,
"LEVERAGING SOCIAL MEDIA FOR SUBSTANCE USE BEHAVIORAL INSIGHT ",NIDA,"9285056",1K02DA043657-01,1,K02,DA,043657,01,,,"8133499","CAVAZOS-REHG, PATRICIA A",Not Applicable,"WASHINGTON UNIVERSITY", ,2017,118137,
"MODELING THE IMPACT OF A POLICE EDUCATION PROGRAM ON HIV INCIDENCE AMONG PEOPLE WHO INJECT DRUGS",NIDA,"9271349",1K01DA043421-01,1,K01,DA,043421,01,,,"10950231","CEPEDA, JAVIER ",Not Applicable,"UNIVERSITY OF CALIFORNIA SAN DIEGO", ,2017,188214,
"OPIOID USE AND ABUSE IN THE DIALYSIS POPULATION",NIDA,"9242924",1R21DA041682-01A1,1,R21,DA,041682,01,A1,,"11969703","CHAN, KEVIN E ","WEISS, ROGER D.","MASSACHUSETTS GENERAL HOSPITAL", ,2017,313796,
"A BRIEF MOTIVATIONAL INTERVIEWING-BASED INTERVENTION TO IMPROVE HIV PRE-EXPOSURE PROPHYLAXIS UPTAKE AMONG MEN WHO HAVE SEX WITH MEN",NIDA,"9269004",1R34DA042648-01A1,1,R34,DA,042648,01,A1,,"10733084","CHAN, PHILIP ANDREW ","MOITRA, ETHAN ","MIRIAM HOSPITAL", ,2017,237746,
"UNDERSTANDING THE BELIEFS; CONCERNS; AND NEEDS OF PREGNANT PATIENTS WHO USE MARIJUANA AND OF THE OBSTETRICS PROVIDERS CARING FOR THEM",NIDA,"9310559",1R56DA040617-01,1,R56,DA,040617,01,,,"7592403","CHANG, JUDY C",Not Applicable,"MAGEE-WOMEN'S RES INST AND FOUNDATION", ,2016,285125,
"NEUROBIOLOGICAL MECHANISMS OF PRESCRIPTION OPIOID WITHDRAWAL",NIDA,"9425414",1R01DA045000-01,1,R01,DA,045000,01,,,"6292280","CHARTOFF, ELENA H",Not Applicable,"MCLEAN HOSPITAL", ,2017,410737,
"RGS2 REGULATION OF D2 RECEPTOR SIGNALING",NIDA,"9383556",1R01DA042862-01A1,1,R01,DA,042862,01,A1,,"8876467","CHEN, RONG ",Not Applicable,"WAKE FOREST UNIVERSITY HEALTH SCIENCES", ,2017,291366,
"NOVEL MODAFINIL ANALOGS AS COCAINE PHARMACOTHERAPIES",NIDA,"9339047",1U43DA043285-01A1,1,U43,DA,043285,01,A1,,"1883843","CHILDERS, STEVEN R",Not Applicable,"ENCEPHEAL THERAPEUTICS, INC.", ,2017,304217,
"NEURAL MECHANISMS OF SOCIAL INFLUENCE ON RISKY DECISIONS IN COCAINE DEPENDENCE",NIDA,"9245082",1R21DA042274-01A1,1,R21,DA,042274,01,A1,,"6841536","CHIU, PEARL H ","CHUNG, DONGIL ","VIRGINIA POLYTECHNIC INST AND ST UNIV", ,2017,241500,
"THE BLACKFYNN PLATFORM FOR RAPID DATA INTEGRATION AND COLLABORATION",NIDA,"9343385",1R44DA044929-01A1,1,R44,DA,044929,01,A1,,"14340483","CHRISTINI, AMANDA ",Not Applicable,"BLACKFYNN, INC.", ,2017,652921,
"REAL-TIME PREDICTION OF MARIJUANA USE & EFFECTS OF USE ON COGNITION IN THE NATURAL ENVIRONMENT",NIDA,"9329948",1R21DA043181-01A1,1,R21,DA,043181,01,A1,,"6064117","CHUNG, TAMMY ",Not Applicable,"UNIVERSITY OF PITTSBURGH AT PITTSBURGH", ,2017,234230,
"RESEARCH COLLOQUIUM FOR JUNIOR INVESTIGATORS",NIDA,"9332038",1R13DA042568-01A1,1,R13,DA,042568,01,A1,,"14346883","CLARKE, DIANA ELAINE",Not Applicable,"AMERICAN PSYCHIATRIC ASSOC FOUNDATION", ,2017,25000,
"MODELING MARIJUANA USE WILLINGNESS AND PROBLEMS AS A FUNCTION OF SOCIAL REJECTION AND SOCIAL ANXIETY AMONG ADOLESCENTS",NIDA,"9192656",1F31DA041105-01A1,1,F31,DA,041105,01,A1,,"12573290","CLOUTIER, RENEE M",Not Applicable,"UNIVERSITY OF NORTH TEXAS", ,2016,32884,
"PRESCRIPTION OPIOID MISUSE:  PHARMACIST-DELIVERED INTERVENTION AT POINT OF SERVICE",NIDA,"9297643",1R21DA043735-01,1,R21,DA,043735,01,,,"11018335","COCHRAN, GERALD T.",Not Applicable,"UNIVERSITY OF PITTSBURGH AT PITTSBURGH", ,2017,231351,
"ALPRAZOLAM AND SIMULATED DRIVING PERFORMANCE: NEXT DAY EFFECTS",NIDA,"9455117",1R36DA043714-01A1,1,R36,DA,043714,01,A1,,"12438105","COE, MARION AMANDA",Not Applicable,"UNIVERSITY OF KENTUCKY", ,2017,52464,
"EPIGENETIC PHARMACOTHERAPY FOR ADDICTION",NIDA,"9200261",1R41DA042650-01,1,R41,DA,042650,01,,,"14365506","COLLARD, JOSEPH ",Not Applicable,"EPIGENETIX, INC.", ,2016,189388,
"MEDICATION DEVELOPMENT FOR OPIOID AND ALCOHOL ABUSE: LABORATORY STUDIES IN HUMANS",NIDA,"9029824",1R01DA039169-01A1,1,R01,DA,039169,01,A1,,"8192669","COMER, SANDRA D",Not Applicable,"NEW YORK STATE PSYCHIATRIC INSTITUTE", ,2017,631728,
"COGNITIVE REMEDIATION AND TRANSCRANIAL DIRECT CURRENT STIMULATION TO AID SMOKERS WITH SCHIZOPHRENIA",NIDA,"9434136",1R21DA045137-01,1,R21,DA,045137,01,,,"7030605","CONKLIN, CYNTHIA A.",Not Applicable,"UNIVERSITY OF PITTSBURGH AT PITTSBURGH", ,2017,223927,
"HEALTH OUTCOMES AND COGNITIVE EFFECTS OF MARIJUANA USE AMONG PERSONS LIVING WITH HIV/AIDS",NIDA,"9354673",1R01DA042069-01A1,1,R01,DA,042069,01,A1,,"2091694","COOK, ROBERT L",Not Applicable,"UNIVERSITY OF FLORIDA", ,2017,691072,
