query, wos_id, wos_title, PMID, search_result_rank, solr_score
"Amplichip CYP450",WOS:000241792800006,"Gross, Garrett 2006 The CYP450 pathway and cardioprotection CIRCULATION",NA,17,4.318347
"Amplichip CYP450",WOS:000263048300004,"de Leon, Jose Maw, Lorraine de Leon, Jose de Leon, Jose Allen, Antonette C. P. Shao, Alison Hillman, Grantland Nikoloff, D. Michele Susce, Margaret T. Johnson, Maria Chiafari, Francis A. Hardin, Mike 2009 DNA Microarray Technology in the Clinical Environment: The AmpliChip CYP450 Test for CYP2D6 and CYP2C19 Genotyping CNS SPECTRUMS",19169185,18,4.046201
"Amplichip CYP450",WOS:000316548200001,"Wright, Galen E. B. Rheeder, Paul Warnich, Louise Labuschagne, Christiaan D. J. van Schalkwyk, Antoinette Gaedigk, Andrea Pepper, Michael S. Pepper, Michael S. Asfaha, Sahle M. Fickl, Heidi Hochfeld, Warren E. Droegemoeller, Britt I. Dodgen, Tyren M. Durandt, Chrisna 2013 Introduction of the AmpliChip CYP450 Test to a South African cohort: a platform comparative prospective cohort study BMC MEDICAL GENETICS",23356658,19,3.6936593
"Amplichip CYP450",WOS:000308303200013,"Sturgess, Jessica E. Kennedy, James L. Zai, Clement C. Hwang, Rudi Richter, Margaret A. Richter, Margaret A. Tiwari, Arun K. Mueller, Daniel J. Brandl, Eva J. Lieberman, Jeffrey A. 2012 The AmpliChip (R) CYP450 Test and Response to Treatment in Schizophrenia and Obsessive Compulsive Disorder: A Pilot Study and Focus on Cases with Abnormal CYP2D6 Drug Metabolism GENETIC TESTING AND MOLECULAR BIOMARKERS",22775532,20,3.6936593
"Amplichip CYP450",WOS:000178127600028,"Garton, T 2002 Nefazodone and CYP450 3A4 interactions with cyclosporine and tacrolimus TRANSPLANTATION",12352898,21,3.5930817
"Amplichip CYP450",WOS:000088658900001,"Zhou, HH Han, XM 2000 Polymorphism of CYP450 and cancer susceptibility ACTA PHARMACOLOGICA SINICA",11501173,22,3.46238
"Amplichip CYP450",WOS:000265257500154,"Zhang, Wenli 2008 INHIBITION EFFECT OF GREEN TEA ON HUMAN CYP450 DRUG METABOLISM REVIEWS",NA,23,3.46238
"Amplichip CYP450",WOS:000174593900787,"Carroll, MA Capparelli, MF Alexander, BT Llinas, MR Granger, JP 2002 Role of CYP450 metabolites of arachidonic acid (CYP450-AA metabolites) in a rat model of preeclampsia. FASEB JOURNAL",NA,24,3.4021602
"Amplichip CYP450",WOS:000076671700220,"Strobel, HW Sulc, M 1998 Preparation and characterization of recombinant NADPH: CYP450 reductase CHEMICAL PAPERS",NA,25,3.344977
"Amplichip CYP450",WOS:000265144200332,"Mrazek, David A. 2009 CYP450 Genotyping and Clinical Response to Psychotropic Drug Treatment BIOLOGICAL PSYCHIATRY",NA,26,3.344977
"Amplichip CYP450",WOS:000264089500065,"Sen, Alaattin 2009 ENVIRONMENTAL AND DIETARY FACTORS ON CANCER WITH REGARD TO CYP450 IUBMB LIFE",NA,27,3.344977
"Amplichip CYP450",WOS:000258219200002,"van Schaik, Ron H. N. 2008 CYP450 pharmacogenetics for personalizing, cancer therapy DRUG RESISTANCE UPDATES",18486526,28,3.344977
"Amplichip CYP450",WOS:000218316800004,"Thomas, Roger E. Chau, Spencer B. 2015 The AmpliChip: A Review of its Analytic and Clinical Validity and Clinical Utility CURRENT DRUG SAFETY",24809462,29,3.2644854
"Amplichip CYP450",WOS:000180497200006,"Imig, JD Zhao, X 2003 Kidney CYP450 enzymes: Biological actions beyond drug metabolism CURRENT DRUG METABOLISM",12570747,30,3.23876
"Amplichip CYP450",WOS:000278329600011,"Back, David J. 2010 Drug-drug interactions: it is not only CYP450's which matter RETROVIROLOGY",NA,31,3.23876
"Amplichip CYP450",WOS:000324503201886,"Wienkers, Larry 2012 Metabolic clearance by CYP450 metabolism ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY",NA,32,3.23876
"Amplichip CYP450",WOS:000329445700140,"Gu, Jingkai 2014 TOWARDS THE ABSOLUTE QUANTIFICATION OF CYP450 ISOFORMS: A PROTEOMICS STUDY DRUG METABOLISM REVIEWS",NA,33,3.23876
"Amplichip CYP450",WOS:000075980800014,"Sloan, D O'Boyle, J 1998 RE: Clozapine-fluoxetine and the CYP450 system IRISH JOURNAL OF PSYCHOLOGICAL MEDICINE",NA,34,3.1420586
"Amplichip CYP450",WOS:000169888500455,"LeNedelec, M Rosengren, RJ 2001 Acute methylphenidate decreases hepatic CYP450 activities in the Swiss Webster mouse TOXICOLOGY",NA,35,3.1420586
"Amplichip CYP450",WOS:000187173500003,"Goodin, MG Rosengren, RJ 2003 Epigallocatechin gallate modulates CYP450 isoforms in the female Swiss-Webster mouse TOXICOLOGICAL SCIENCES",14600287,36,3.0535321
"Amplichip CYP450",WOS:000351609500002,"Depta, Jeremiah P. Cresci, Sharon Cresci, Sharon Depta, Jeremiah P. 2015 CYP450 pharmacogenomics: a cardiology perspective PERSONALIZED MEDICINE",NA,37,3.0535321
"Amplichip CYP450",WOS:000237925900159,"Dukek, B. A. O'Kane, D. J. 2006 Comparison of Roche diagnostics AmpliChip CYP450IVD test with TM Bioscience Tag-It cytochrome P450 2D6 and 2C19 tests. CLINICAL CHEMISTRY",NA,38,3.0129836
"Amplichip CYP450",WOS:000186069300055,"Denissen, J Fitzsimmons, M Randlett, C Albaugh, D 2003 Automated CYP450 methods for drug interaction predictions DRUG METABOLISM REVIEWS",NA,39,2.97209
"Amplichip CYP450",WOS:000300524900048,"Huguet, J. Michaud, V. Gaudette, F. Turgeon, J. 2012 CYP450 FUNCTIONAL ACTIVITIES IN HUMAN HEART MICROSOMES. CLINICAL PHARMACOLOGY & THERAPEUTICS",NA,40,2.97209
"Amplichip CYP450",WOS:000260015100005,"Mula, Marco 2008 Anticonvulsants - Antidepressants Pharmacokinetic Drug Interactions: The Role of the CYP450 System in Psychopharmacology CURRENT DRUG METABOLISM",18855610,41,2.97209
"Amplichip CYP450",WOS:000299105001317,"Wu, W. K. Syeda, S. S. 2011 ECONOMIC IMPACT OF CYP450 PHARMACOGENETIC TESTING ON DEPRESSION TREATMENT VALUE IN HEALTH",NA,42,2.97209
"Amplichip CYP450",WOS:000329445700255,"Buckley, David B. Wiegand, Catherine Prentiss, Pilar L. Fahmi, Odette A. 2014 TIME-COURSE OF CYTOCHROME P450 (CYP450) INDUCTION IN CULTURED HUMAN HEPATOCYTES: EVALUATION OF ACTIVITY AND MRNA EXPRESSION PROFILES FOR SIX INDUCIBLE CYP450 ENZYMES DRUG METABOLISM REVIEWS",NA,43,2.97209
"Amplichip CYP450",WOS:000358151300049,"McNamara, Andrew R. Marton, Matthew J. Nikoloff, D. Michele Nakao, Aki Cheng, Jonathan 2015 Analytical Validation of AmpliChip p53 Research Test for Archival Human Ovarian FFPE Sections PLOS ONE",26125596,44,2.9072316
"Amplichip CYP450",WOS:000184445500221,"Prost, F Thormann, W 2003 Stereoselectivity of methadone metabolism assessed by single CYP450 enzymes and capillary electrophoresis THERAPEUTIC DRUG MONITORING",NA,45,2.896835
"Amplichip CYP450",WOS:000259133600020,"Wallace, Gillian Sinz, Michael Sahi, Jasminder 2008 Current industrial practices in assessing CYP450 enzyme induction: Preclinical and clinical AAPS JOURNAL",18686044,46,2.896835
"Amplichip CYP450",WOS:000280165300090,"Soni, Rajeev Gupta, Praveen 2009 Creation of a genetically engineered protease deficient yeast strain having human Cyp450 DRUG METABOLISM REVIEWS",NA,47,2.896835
"Amplichip CYP450",WOS:000398082700096,"Delzor, F. Sommet, A. Montastruc, J. L. 2017 CYP450 3A4 inhibition: differences according to the involved macrolide FUNDAMENTAL & CLINICAL PHARMACOLOGY",NA,48,2.896835
"Amplichip CYP450",WOS:000374664500027,"Brayanov, Jordan Philip, James H. 2016 Non-invasive Ventilation Monitoring During Remifentanil Challenge in CyP450-Deficient Patient ANESTHESIA AND ANALGESIA",NA,49,2.896835
"Amplichip CYP450",WOS:A1994ND19702040,"REICKS, M WEBBER, S CRANKSHAW, D 1994 RAT-LIVER MICROSOMAL CYP450 CATALYTIC ACTIVITY IN RIBOFLAVIN DEFICIENCY AND RECOVERY FASEB JOURNAL",NA,50,2.896835
"Amplichip CYP450",WOS:000240329000026,"Mellick, G. D. 2006 CYP450, genetics and Parkinson's disease: gene x environment interactions hold the key JOURNAL OF NEURAL TRANSMISSION-SUPPLEMENT",17017524,51,2.8270216
"Amplichip CYP450",WOS:000228130700006,"Shaw, M Zhao, XY Imig, JD Dey, A 2005 CYP450, COX-2 and obesity related renal damage TOXICOLOGY MECHANISMS AND METHODS",20021073,52,2.8270216
"Amplichip CYP450",WOS:000181170100293,"Poston, SE Sarkar, MA Rege, B 2003 Effect of soya isoflavones on CYP450 activity in human liver microsomes. CLINICAL PHARMACOLOGY & THERAPEUTICS",NA,53,2.8270216
"Amplichip CYP450",WOS:000181170100294,"Jadhav, PR Rege, B Sarkar, MA 2003 Metabolomics: Study of simultaneous enzyme kinetics of CYP450 based catalytic reactions CLINICAL PHARMACOLOGY & THERAPEUTICS",NA,54,2.8270216
"Amplichip CYP450",WOS:000181518500543,"Goodin, MG Rosengren, RJ 2003 Epigallocatechin gallate elicits sex-dependent modulation of CYP450 isoforms in the swiss webster mouse. TOXICOLOGICAL SCIENCES",NA,55,2.8270216
"Amplichip CYP450",WOS:000314992200009,"Pirovano, Adele Lorenzi, Cristina Bosia, Marta Bosia, Marta Pirovano, Adele 2013 CYP450 genotypes: metabolism and efficacy of the antidepressant mirtazapine PHARMACOGENOMICS",NA,56,2.8270216
"Amplichip CYP450",WOS:000268458300079,"Spriet, I. Meersseman, W. 2009 Relevant CYP450-mediated Drug Interactions in the ICU YEARBOOK OF INTENSIVE CARE AND EMERGENCY MEDICINE 2009",NA,57,2.8270216
"Amplichip CYP450",WOS:000275879300012,"Ewing, Todd Feher, Miklos 2010 Forecasting CYP2D6 and CYP3A4 Risk with a Global/Local Fusion Model of CYP450 Inhibition MOLECULAR INFORMATICS",27463854,58,2.8270216
"Amplichip CYP450",WOS:000280164800014,"Yu, Xiao Powley, Mark W. 2009 Potential Utility of Humanized CYP450 Mouse Models for Generating Human Drug Metabolites DRUG METABOLISM REVIEWS",NA,59,2.8270216
"Amplichip CYP450",WOS:000404258500006,"Larsen, Karen Graydon, James Samuel Ruano, Gualberto Kocherla, Mohan Kost, Jonathan 2017 Complications of Psychotropic and Pain Medications in an Ultrarapid Metabolizer Patient at the Upper 1% of Cytochrome P450 (CYP450) Function Quantified by Combinatorial CYP450 Genotyping JOURNAL OF PAIN & PALLIATIVE CARE PHARMACOTHERAPY",28506184,60,2.8270216
"Amplichip CYP450",WOS:000404952200498,"Utkus, A. Dlugauskas, E. Strumila, R. Lengvenyte, A. 2017 CYP450 enzymes genetic polymorphism influence on treatment of affective disorders EUROPEAN PSYCHIATRY",NA,61,2.8270216
"Amplichip CYP450",WOS:000331454500021,"Pepper, Michael S. Alessandrini, Marco Alessandrini, Marco Pepper, Michael S. 2014 Priority pharmacogenetics for the African continent: focus on CYP450 PHARMACOGENOMICS",24533717,62,2.8270216
"Amplichip CYP450",WOS:000326169200001,"He, Xin He, Xin Feng, Shan 2013 Mechanism-based Inhibition of CYP450: An Indicator of Drug-induced Hepatotoxicity CURRENT DRUG METABOLISM",24016115,63,2.8270216
"Amplichip CYP450",WOS:000182128400160,"Deacon, A McEwen, A Webber, G Wood, S Strong, A 2003 Fish microsomal CYP450 activities and endocrine disruption screening DRUG METABOLISM REVIEWS",NA,64,2.762024
"Amplichip CYP450",WOS:000253417800106,"Turgeon, J. Michaud, V. 2008 Determination of relative levels of human cardiac CYP450 isoforms in patients with heart failure. CLINICAL PHARMACOLOGY & THERAPEUTICS",NA,65,2.762024
"Amplichip CYP450",WOS:000299117500001,"Colabufo, Nicola Antonio 2011 Modulation, Absorption and Delivery of Xenobiotics: The Synergic Role of CYP450 and P-gp Activities CURRENT DRUG METABOLISM",22150749,66,2.762024
"Amplichip CYP450",WOS:000365522900007,"Caetano, Dorgival Piatkov, Irina 2015 Higher than expected clozapine serum level and clozapine/norclozapine ratio due to CYP450 gene polymorphisms PERSONALIZED MEDICINE",NA,67,2.762024
"Amplichip CYP450",WOS:000309452700422,"Kang, Byung-Sung Lee, Hey-In Choi, Chang-Ik 2012 CYP450 genetic polymorphisms have no significant impact on the pharmacokinetics of cilostazol. PHARMACOTHERAPY",NA,68,2.7013125
"Amplichip CYP450",WOS:000264476100037,"Karkola, Sampo Wahala, Kristiina 2009 The binding of lignans, flavonoids and coumestrol to CYP450 aromatase: A molecular modelling study MOLECULAR AND CELLULAR ENDOCRINOLOGY",19000737,69,2.7013125
"Amplichip CYP450",WOS:000272725804247,"Guo, Pengxiang Yang, Yuan Wang, Jishi Zhang, Wei 2009 Targeted Anti-Tumor Research of Mesenchymal Stem Cells Delivered Enzyme-Prodrug Gene CYP450 BLOOD",NA,70,2.7013125
"Amplichip CYP450",WOS:000299378300354,"Enslein, Kurt Fraczkiewicz, Robert 2011 Structure-activity relationship models of human CYP450 and UGT metabolism ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY",NA,71,2.7013125
"Amplichip CYP450",WOS:000323937200001,"Ravyn, Vipa Ravyn, Dana Nasrallah, Henry A. Lowney, Robert 2013 CYP450 Pharmacogenetic treatment strategies for antipsychotics: A review of the evidence SCHIZOPHRENIA RESEARCH",23870808,72,2.7013125
"Amplichip CYP450",WOS:000281147700329,"Ai, Chunzhi Yang, Ling Dong, Pei-Pei Zhang, Yan-Yan 2010 Classification models for CYP450 2C8 inhibitors and non-inhibitors DRUG METABOLISM REVIEWS",NA,73,2.7013125
"Amplichip CYP450",WOS:000311816600014,"Manfellotto, Dario Fuciarelli, Maria Polimanti, Renato Piacentini, Sara 2012 Human genetic variation of CYP450 superfamily: analysis of functional diversity in worldwide populations PHARMACOGENOMICS",23215887,74,2.7013125
"Amplichip CYP450",WOS:000394178700009,"Jin, Seong Eun Ha, Hyekyung Shin, Hyeun-Kyoo 2017 Effects of Traditional Herbal Formulae on Human CYP450 Isozymes CHINESE JOURNAL OF INTEGRATIVE MEDICINE",27352178,75,2.7013125
"Amplichip CYP450",WOS:000384867100001,"Abraham, Nader G. Abraham, Nader G. 2016 CYP450-mediated Fatty Acid and Eicosanoids in Metabolic Syndrome and Vascular Diseases PROSTAGLANDINS & OTHER LIPID MEDIATORS",27591969,76,2.7013125
"Amplichip CYP450",WOS:A1994BA85R00076,"GIESCHEN, H HILDEBRAND, M SALOMON, B 1994 METABOLISM OF 2 DOPAMINERGIC ERGOT DERIVATIVES IN GENETICALLY-ENGINEERED V79-CELLS EXPRESSING CYP450-ENZYMES CYTOCHROME P450",NA,77,2.7013125
"Amplichip CYP450",WOS:000234270000012,"Cozza, KL Armstrong, SC De Leon, J 2006 Clinical guidelines for psychiatrists for the use of pharmacogenetic testing for CYP450 2D6 and CYP4502C19 PSYCHOSOMATICS",16384813,78,2.6444366
"Amplichip CYP450",WOS:000236898000031,"Rogan, PK 2005 Defining sequence elements that regulate CYP450 gene expression Proceedings of the 14th International Conference on Cytochromes P450: Biochemistry, Biophysics, and Bioinformatics",NA,79,2.6444366
"Amplichip CYP450",WOS:000224023200076,"Cali, JJ Ma, DP Ho, S 2004 P450-GLO (TM) luminescent CYP450 assays for recombinant fractions, liver microsomes and cultured hepatocytes DRUG METABOLISM REVIEWS",NA,80,2.6444366
"Amplichip CYP450",WOS:000179269200014,"Ridderstrom, M Andersson, TB Zamora, I Masimirembwa, CM 2002 Combining pharmacophore and protein modeling to predict CYP450 inhibitors and substrates CYTOCHROME P450, PT C",12424905,81,2.6444366
"Amplichip CYP450",WOS:000174533600487,"Jacobs, ER Mundey, K Medhora, M Al Saghir, R 2002 Endogenous CYP450 metabolites EETs and 20 HETE in human pulmonary microvascular endothelium FASEB JOURNAL",NA,82,2.6444366
"Amplichip CYP450",WOS:000255818100006,"Scandlyn, Marissa J. Stuart, Emma C. Rosengren, Rhonda J. 2008 Sex-specific differences in CYP450 isoforms in humans EXPERT OPINION ON DRUG METABOLISM & TOXICOLOGY",18524030,83,2.6444366
"Amplichip CYP450",WOS:000257575400029,"Bebianno, Maria Joao Lopes, Belisandra 2008 Impact of PAH levels on CYP450 in Mytilus galloprovincialis from the south coast of Portugal MARINE ENVIRONMENTAL RESEARCH",NA,84,2.6444366
"Amplichip CYP450",WOS:000264924200658,"Gandhi, T. Patel, S. Patel, K. Shah, A. 2008 Evaluation of the effect of CYP450 modulators in diabetic cataractogenic rats INDIAN JOURNAL OF PHARMACOLOGY",NA,85,2.6444366
"Amplichip CYP450",WOS:000280145700006,"Klon, Anthony E. 2010 Machine learning algorithms for the prediction of hERG and CYP450 binding in drug development EXPERT OPINION ON DRUG METABOLISM & TOXICOLOGY",20465523,86,2.6444366
"Amplichip CYP450",WOS:000363115600010,"Jalali-Heravi, Mehdi 2011 Cytochrome P450 (CYP450) Isoform Data Set Used in Michielan et al. (2009) ARTIFICIAL NEURAL NETWORKS IN BIOLOGICAL AND ENVIRONMENTAL ANALYSIS",NA,87,2.6444366
"Amplichip CYP450",WOS:000368163400002,"Hocum, Brian T. Thirumaran, Ranjit K. Heck, Jarrod W. 2016 CYP450 genotyping and cumulative drug-gene interactions: an update for precision medicine PERSONALIZED MEDICINE",NA,88,2.6444366
"Amplichip CYP450",WOS:000182128400104,"Gustafsson, LL Bertilsson, L Wennerholm, A 2003 Inhibitory profile of the malarial drug amodiaquine on the metabolism of four CYP450 probe drugs DRUG METABOLISM REVIEWS",NA,89,2.591008
"Amplichip CYP450",WOS:000166539600002,"Soukhova, NV Desta, Z Flockhart, DA 2001 Inhibition of cytochrome P450 (CYP450) isoforms by isoniazid: Potent inhibition of CYP2C19 and CYP3A ANTIMICROBIAL AGENTS AND CHEMOTHERAPY",11158730,90,2.591008
"Amplichip CYP450",WOS:000171707500073,"George, J O'Kane, DJ Safgren, S Ames, MA Longenbach-Huber, S Raich, T 2001 Cytochrome P450 (CYP450) genotyping on the CodeLink (TM) bioarray. CLINICAL CHEMISTRY",NA,91,2.591008
"Amplichip CYP450",WOS:000186069300359,"Fitzloff, JF Shen, LX Cook, C 2003 Comparison of the stereoselective metabolism of propranolol and metoprolol using cDNA expressed human CYP450 isozymes DRUG METABOLISM REVIEWS",NA,92,2.591008
"Amplichip CYP450",WOS:000266335100874,"Romani, Andrea Crumbly, Ashlee Jacobs, Amy 2009 ACUTE INHIBITION OF RETICULAR CA2+ACCUMULATION IN LIVER MICROSOMES: ROLE OF CYP450-2E1 ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH",NA,93,2.591008
"Amplichip CYP450",WOS:000245997000010,"Honscha, W. Halwachs, S. Knauer, C. 2007 Downregulation of RFC1 mediated methotrexate uptake by PB-type CYP450 inducers involves pkc NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY",NA,94,2.591008
"Amplichip CYP450",WOS:000280165300184,"Lim, Heng Keang Sensenhauser, Carlo Silva, Jose 2009 Evaluation of fipexide for time-dependent inhibition (TDI) of 5 major human CYP450 enzymes DRUG METABOLISM REVIEWS",NA,95,2.591008
"Amplichip CYP450",WOS:000280165300211,"Xie, Jinling Ramsden, Diane (Ely) Seibert, Eleanore 2009 Decreases in CYP450 observed during in vitro induction and inactivation studies: Predicting clinical outcomes DRUG METABOLISM REVIEWS",NA,96,2.591008
"Amplichip CYP450",WOS:000332009800089,"Huguet, J. Sharma, S. Gaudette, F. Belanger, F. Fulton, S. Turgeon, J. Michaud, V. 2014 CYP450 MEDIATED METABOLISM IN EXTRA-HEPATIC TISSUES. CLINICAL PHARMACOLOGY & THERAPEUTICS",NA,97,2.591008
"Amplichip CYP450",WOS:000391935700212,"Gaudette, F. Barama, A. Michaud, V. Clermont, V. Grangeon, A. 2017 CHARACTERIZATION OF CYP450 DRUG METABOLISM ENZYMES ACTIVITIES IN HUMAN SMALL INTESTINE CLINICAL PHARMACOLOGY & THERAPEUTICS",NA,98,2.591008
"Amplichip CYP450",WOS:A1995TD34700186,"HARR, JE KUNZE, KL MATHER, GG LEVY, RH LEPAGE, F 1995 PREDICTION OF POTENTIAL-DRUG INTERACTIONS USING CYP450 INHIBITION SPECTRA FOR D2916 AND D3187 EPILEPSIA",NA,99,2.591008
"Amplichip CYP450",WOS:A1997WJ68400350,"Mather, GG Levy, RH Trager, WF Hargreaves, JA Harr, JH 1997 Lack of human CYP450 inhibition by tizanidine and two major metabolites. CLINICAL PHARMACOLOGY & THERAPEUTICS",NA,100,2.591008
